"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type","saved_to_database","scrape_timestamp","total_scraped","total_saved","total_failed","total_skipped"
"in-dad7a88a9a53113b","indeed","https://hk.indeed.com/viewjob?jk=dad7a88a9a53113b","https://www.ctgoodjobs.hk/jbt/09868782/indeed/9187/?utm_content=09868782&utm_source=jobfeed&utm_medium=organic&utm_campaign=indeed_feed","Technician (Electrical Laboratory) (Night-Shift)","Intertek","HK","2025-11-17","fulltime","","","","","",False,"","","","","ABOUT INTERTEK
  
  

TOTAL QUALITY. ASSURED.
  
  

Intertek is a leading Total Quality Assurance provider to industries worldwide. Our network of more than 1,000 laboratories and offices in more than 100 countries, delivers innovative and bespoke Assurance, Testing, Inspection and Certification solutions for our customers' operations and supply chains. Intertek Total Quality Assurance expertise, delivered consistently with precision, pace and passion, enabling our customers to power ahead safely.
  
  

INTERTEK.COM
  
  

Our purpose is to bring safety, quality and sustainability to life.
  
  

The Job
  
  

Perform electronic product testing according to established EMC/RF Testing Standards
  
  

Prepare test results and equipment maintenance
  
  

Provide technical support
  
  

Assist the project Engineer in daily operation
  
  

**Working location:** Fo Tan
  
  

The Person
  
  

Higher Diploma holder in Electrical / Electronic Engineering or any equivalent subjects and/or similar qualification level
  
  

1\\-2 years' relevant work experience in manufacturing or testing field is a definite advantage
  
  

Excellent in communication skills
  
  

Fresh graduate and IANG will also be considered
  
  

The Package
  
  

Five day work week
  
  

Double pay
  
  

Performance bonus
  
  

Medical benefit
  
  

Dental plan with discount
  
  

14 days annual leave
  
  

Overtime allowance and special shift allowance
  
  

Life insurance
  
  

Good career prospects
  
  

Interested parties please provide full resume stating your availability, present and expected salary by clicking ""APPLY NOW""
  
  

Welcome to visit our website http://www.intertek.com.hk for corporate information
  
  

Confidentiality assured and all applications will be kept solely for recruitment purpose for not more than 6 months.
  
  

Full\\-time,Permanent","","https://hk.indeed.com/cmp/Intertek","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/e7ac92a8ba7e64cc4a46dff16451d463","https://www.intertek.com","London, England","10,000+","$1B to $5B (USD)","Our network of more than 1,000 laboratories and offices in more than 100 countries, delivers innovative and bespoke Assurance, Testing, Inspection and Certification solutions.","","","","","","","Unknown","20251117_184917",100,63,0,37
"in-305ffb3a74d296da","indeed","https://hk.indeed.com/viewjob?jk=305ffb3a74d296da","https://www.ctgoodjobs.hk/jbt/09868784/indeed/9187/?utm_content=09868784&utm_source=jobfeed&utm_medium=organic&utm_campaign=indeed_feed","Assistant Engineer / Engineer (Electrical / Electronic) – Safety / EMC Testing","Intertek","HK","2025-11-17","fulltime","","","","","",False,"","","","","About Intertek
  
  

Intertek is a leading Total Quality Assurance provider to industries worldwide. Through our network of more than 1,000 laboratories and offices and over 46,000 people in more than 100 countries, the Group is re\\-defining the industry with our Total Quality Assurance proposition. We go beyond physical quality control to provide total peace of mind through our innovative and bespoke Assurance, Testing, Inspection and Certification solutions for our customers’ operations and supply chains. Intertek Total Quality Assurance expertise, delivered consistently, with precision, pace and passion, enabling our customers to power ahead safely.
  
  

Total Quality. Assured.
  
  

Visit www.intertek.com
  
  

Website
  
  

www.intertek.com.hk
  
  

Our purpose is to bring safety, quality and sustainability to life.
  
  

The Job
  
  

Perform tests and/or constructional evaluation for various electrical/electronic consumer products according to National / International Standard / Requirements
  
  

Safeguard quality on products like home appliances, home entertainment electronics, power supply, telecommunications \\& lighting devices, etc
  
  

Prepare test reports and relevant technical documents
  
  

Provide technical support to internal / external customers
  
  

Review reports and technical documents (on\\-the\\-job training will be provided according to candidate’s experience)
  
  

**Working location:** Lai Chi Kok / Fo Tan
  
  

The Person
  
  

Degree in Electrical / Electronic / Mechanical / Applied Physics or any relevant / equivalent level
  
  

1\\-2 years' relevant experience in manufacturing or testing field is preferred
  
  

Excellent in communication skills and good command of English \\& Mandarin
  
  

Conscientious with analytical mind, initiated and committed to test engineering career
  
  

Candidate with more experience will be considered as Engineer
  
  

Fresh graduate and IANG will also be considered
  
  

The Package
  
  

Five day work week
  
  

Double pay
  
  

Performance bonus
  
  

Medical benefit
  
  

Dental plan with discount
  
  

14 days annual leave
  
  

Overtime allowance
  
  

Life insurance
  
  

Good career prospects
  
  

Join us in bringing quality and safety to life
  
  

Interested parties please forward full resume stating your availability, present and expected salary to The Human Resources Manager, Intertek Testing Services HK Ltd., via ONE of the following channels: (Pls quote ref. no. on all correspondence.)
  
  

**Address:** 2/F, Garment Centre, 576 Castle Peak Rd., Kowloon, Hong Kong SAR, China
  
  

**E\\-mail:** Please click ""APPLY NOW"" ; Fax: 3403 2437 ; Whatsapp for enquiries: 6329 0464
  
  

Welcome to visit our website http://www.intertek.com.hk for corporate information
  
  

Confidentiality assured and all applications will be kept solely for recruitment purpose for not more than 6 months.
  
  

Full\\-time,Permanent","","https://hk.indeed.com/cmp/Intertek","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/e7ac92a8ba7e64cc4a46dff16451d463","https://www.intertek.com","London, England","10,000+","$1B to $5B (USD)","Our network of more than 1,000 laboratories and offices in more than 100 countries, delivers innovative and bespoke Assurance, Testing, Inspection and Certification solutions.","","","","","","","Unknown","20251117_184917",100,63,0,37
"in-04e101a2d44cb2c4","indeed","https://hk.indeed.com/viewjob?jk=04e101a2d44cb2c4","https://www.ctgoodjobs.hk/jbt/09862455/indeed/9187/?utm_content=09862455&utm_source=jobfeed&utm_medium=organic&utm_campaign=indeed_feed","Technical Engineer","Edvance Technology (Hong Kong) Limited","HK","2025-11-17","fulltime","","","","","",False,"","","","","Job Responsibilities
  
  

Work with senior staff on project delivery and support tasks
  
  

Pick up cybersecurity skillsets and contribute to team efforts
  
  

**Focus on one of three primary domains:**  

Network Security
  
  

Application \\& Data Security
  
  

Identity \\& Access Management
  
Job Requirements
  
  

Keen interest to broaden skills in IT and Cybersecurity
  
  

Degree in Information Technology / Computer Science / Engineering or equivalent
  
  

Open\\-minded and innovative, think outside\\-the\\-box!
  
  

Good communication skills and a positive can\\-do attitude is!
  
  

All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.
  
  

Full\\-time","","https://hk.indeed.com/cmp/Edvance-Technology-(hong-Kong)-Limited","","","","","","","","","","","","","Unknown","20251117_184917",100,63,0,37
"in-a67533e561ad5020","indeed","https://hk.indeed.com/viewjob?jk=a67533e561ad5020","https://www.ctgoodjobs.hk/jbt/09862460/indeed/9187/?utm_content=09862460&utm_source=jobfeed&utm_medium=organic&utm_campaign=indeed_feed","IT Technical Engineer / Support Engineer (HKD 18 - 22k / month)","Aacurapid (Hong Kong) Ltd","HK","2025-11-17","fulltime","","","","","",False,"","","","","Responsibilities
  
  

Provide support on desktop software and hardware, storage, security and network related issues
  
  

Responsible for the delivery and support of infrastructure, applications, and network services to all users
  
  

Assist in operational projects and provide technical support for strategic projects
  
Requirements
  
  

Higher Diploma with 1\\-3 years related experiences in helpdesk support / user support
  
  

Solid knowledge in Windows server, Cloud, routers, switches, storage and firewall
  
  

Familiar with TCP/IP, networking and cabling
  
  

Good problem solving, questioning and analytical skills with positive attitudes
  
  

Good communication and interpersonal skills
  
  

Candidate with more exp will be considered as senior position
  
  

All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.
  
  

Full\\-time","","https://hk.indeed.com/cmp/Aacurapid-(hong-Kong)-Ltd","","","","","","","","","","","","","Unknown","20251117_184917",100,63,0,37
"in-e7074895abc5da39","indeed","https://hk.indeed.com/viewjob?jk=e7074895abc5da39","https://www.ctgoodjobs.hk/jbt/09861010/indeed/9187/?utm_content=09861010&utm_source=jobfeed&utm_medium=organic&utm_campaign=indeed_feed","Senior Network Engineer (to support Electronic Markets Business projects)","Optimum Solutions (S) Pte. Ltd.","HK","2025-11-16","fulltime","","","","","",True,"","","","","Job title\\- Senior Network Engineer
  
Client\\- Investment bank
  
Department\\- APAC IT Infrastructure \\& Production
  
Position purpose\\- To support Electronic Markets Business projects implementation and daily BAU support
  
Key responsibilities
  
* Architect, deploy, and manage our ultra\\-low\\-latency trading network, connecting colocation data\\-centers, exchanges, and internal offices.
* Manage exchange colocation at major financial exchanges, including rack builds, cross\\-connects, and direct exchange connectivity for market data and order entry.
* Engineer and support a highly resilient, optimized multicast network for market\\-data distribution; implement and fine\\-tune routing protocols to achieve deterministic, low\\-latency paths.
* Implement and maintain the PTP infrastructure to ensure clock synchronization across the platform.
* Oversee and execute the installation, monitoring, maintenance, support, and optimization of network infrastructure.
* Document all network hardware, software, and telecom circuits.
* Analyze and resolve network\\-service problems promptly and accurately; provide reports, documentation, and training as required.
* Maintain an up\\-to\\-date inventory of all electronic\\-market network infrastructure.
* Ensure compliance with Group instructions and guidelines (especially IT\\-Security guidelines and Global ITI\\&P Governance) and validate the architecture accordingly.
* Guarantee the proper functioning of the network infrastructure in APAC electronic markets, taking business requirements and regulatory constraints into account.
* Utilize network\\-monitoring and troubleshooting tools proficiently.
* Provide support on the morning shift, as well as on holidays and weekends.
* Travel occasionally within APAC for data\\-center projects.


Competencies (Technical / Behavioral)
  
* Familiarity with financial\\-datacenter environments and the exchange\\-colocation ecosystem.
* Expert\\-level knowledge of multicast and routing protocols.
* Expertise with high\\-performance, low\\-latency switching hardware


Experience in Linux/RHEL system administration for trading or business\\-application environments
  
* Knowledge of x86 hardware, server\\-networking peripherals, and data\\-centre setups.
* Proficiency in scripting languages (Bash, Python, Perl) and system tools to devise rapid solutions.
* Skill in technical troubleshooting, system recovery, root\\-cause analysis, and remediation, including coordination with vendors and remote technical staff.


Ability to provide balanced, high\\-quality advice, analysis, and guidance to application teams and the business.
  
  

Experience and Qualifications required
  
* Minimum 3 years in network services related experience
* Holder of vendor certification is preferable (CCNA, CCNP, JNCIA) –
* Work independently in a highly dynamic environment, both individually and as a team
* Self\\-starter
* Ability to work under pressure


Fluency in English
  
  

All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.
  
  

Full\\-time","","https://hk.indeed.com/cmp/Optimum-Solutions-(s)-Pte.-Ltd.","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cf1a8ce6bb3edd9c7c05d0f547e9dda2","http://www.theoptimum.net","","","","","","","","","","","Unknown","20251117_184917",100,63,0,37
"in-124a38f16db0347e","indeed","https://hk.indeed.com/viewjob?jk=124a38f16db0347e","https://www.ctgoodjobs.hk/jbt/09860806/indeed/9187/?utm_content=09860806&utm_source=jobfeed&utm_medium=organic&utm_campaign=indeed_feed","IT Support - Senior Engineer","Total Credit Management Services Hong Kong Limited","HK","2025-11-16","fulltime","","","","","",False,"","","","","**(Ref.:** C04\\)
  
  

**Duties \\& Responsibilities:**  

Maintain daily operations for IT administration and security,online portal
  
  

Servers, software and hardware set up, installation and maintenance
  
  

Maintenance of network system including Windows Servers,Firewall, PCs, printers and other network equipment
  
  

Assist in IT projects
  
  

**Requirements:**  

5 years experience
  
  

Familiar with MSSQL Server 2008 and 2014 Workflow Foundation
  
  

Familiar with HTML, PHP, XML and JavaScript
  
  

All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.
  
  

Full\\-time","","https://hk.indeed.com/cmp/Total-Credit-Management-Services-Hong-Kong-Limited","","https://www.totalcredit.com.hk/tcms/","","","","","","","","","","","Unknown","20251117_184917",100,63,0,37
"in-83a7bf3b568f2a64","indeed","https://hk.indeed.com/viewjob?jk=83a7bf3b568f2a64","https://vanderlande.wd3.myworkdayjobs.com/en-US/careers/job/Hong-Kong/Software-Support-Engineer_JR33970","Software Support Engineer","Vanderlande Industries","HK","2025-11-14","fulltime","","","","","",True,"","","","","Job Title
Software Support Engineer
Job Description
Position: Software Support Engineer  

Location: Hong Kong International Airport T2
Working hours: Shift (8 Hours or 12 Hours)  

Job Summary:
The Software Support Engineer is responsible for providing IT operational and technical support for the Baggage Handling System (BHS) software at Hong Kong International Airport (T1\\). The role involves monitoring, maintaining, and troubleshooting the system’s software components to ensure smooth baggage flow and system availability. The engineer will work closely with other support teams, vendors, and airport operations to resolve incidents, implement system updates, and ensure the system is healthy.  

Key Responsibilities:  

System Monitoring \\& Health Check* Perform daily system health checks to ensure the BHS software, databases, and interfaces are operating correctly.
* Monitor system performance and logs to detect anomalies, performance issue, or potential failures.
* Validate communication between subsystems and ensure data consistency across all integration systems.

Incident \\& Problem Management* Investigate and troubleshoot system issues, analyzing XML data, Java logs, and WebLogic server logs to identify root causes.
* Escalate and coordinate with the Helpdesk, vendors, or other support teams for issues requiring higher\\-level support.
* Prepare detailed incident and problem reports, including root cause analysis and corrective/preventive actions.
* Ensure incidents are resolved within the agreed SLA and maintain proper documentation in the ticketing system.

System Maintenance \\& Change Management* Plan, coordinate, and execute system maintenance activities, including backups, log archiving, and cleanup tasks.
* Support system upgrades, patches, and software enhancements in collaboration with the project or development teams.
* Participate in testing activities for new releases, patches, and configuration changes prior to deployment in the production environment.

 Database \\& Middleware Administration* Perform basic Oracle Database maintenance and monitoring to ensure database health and performance.
* Review database logs, SQL errors, and application queries to assist in troubleshooting application\\-related issues.
* Monitor and manage Oracle WebLogic servers and related middleware components.

 Documentation \\& Reporting* Maintain up\\-to\\-date system documentation including configuration details, procedures, and change logs.
* Prepare incident and performance reports for management and operations review.
* Document recurring issues and resolutions for knowledge sharing and future reference.
  

Collaboration \\& Communication* Communicate effectively with the Helpdesk, hardware, and network teams to resolve cross\\-domain issues.
* Liaise with project teams for new deployments, enhancements, or system transitions to ensure operational readiness.
* Provide on\\-site or remote support during critical operations, system downtime, or scheduled maintenance windows.
  

Requirements:  

Education \\& Experience:* Bachelor’s Degree in Computer Science, Information Technology, or related field.
* Minimum 5 years of experience in software/system support or IT operations, preferably in airport or industrial automation systems.

 Technical Skills:* Strong knowledge of Linux/Windows Server environments.
* Experience in reading and analyzing Java logs, XML messages, and WebLogic server logs.
* Basic knowledge of Oracle Database administration (SQL queries, monitoring, troubleshooting).
* Familiar with system integration concepts, TCP/IP, and client\\-server architecture.
* Understanding of incident management tools and ticketing systems (e.g., ServiceNow, Jira, or similar).

Soft Skills:* Strong analytical and problem\\-solving skills.
* Excellent communication and documentation ability.
* Capable of working under pressure in a 24x7 operational environment.
* Proactive attitude with willingness to learn and support new technologies.","","https://hk.indeed.com/cmp/Vanderlande-Industries","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/c91c74c16add72f65c7622cd6ddca238","","","Decline to state","Decline to state","Vanderlande is the global market leader for future-proof logistic process automation at airports and in the parcel market. We are also a leading supplier of process automation solutions for warehouses","","","","","","","Unknown","20251117_184917",100,63,0,37
"in-67cd9e072decc2cd","indeed","https://hk.indeed.com/viewjob?jk=67cd9e072decc2cd","https://vanderlande.wd3.myworkdayjobs.com/en-US/careers/job/Hong-Kong/IT---HLC-Engineer_JR33967","IT & HLC Engineer","Vanderlande Industries","HK","2025-11-14","fulltime","","","","","",False,"","","","","Job Title
IT \\& HLC Engineer
Job Description
Position: IT \\& HLC Engineer  

Location: Hong Kong International Airport T2
Working hours: Office Hours  

Job Summary:
The IT \\& HLC Engineer is responsible for the overall IT operation, maintenance, and detailed troubleshooting of the Baggage Handling System (BHS) software and IT infrastructure at Hong Kong International Airport. This includes ensuring the high availability and performance of servers, networks, firewalls, and connected airport systems such as AODB, FIDS, BRS, and BSM.
The engineer will perform deep\\-dive analysis of system issues and logs, oversee the system’s health, and coordinate with multiple technical teams to resolve complex incidents. This position requires strong technical expertise in both software and IT infrastructure, as well as leadership in guiding the Software Support Engineers and supporting ongoing projects and upgrades.  

Key Responsibilities:  

System \\& Infrastructure Monitoring* Perform daily health checks on all BHS\\-related IT infrastructure including servers, network switches, firewalls, and industrial PCs.
* Monitor the Operations (OP5\\) Monitoring System to ensure all equipment and systems are online and functioning correctly.
* Review system dashboards, alarms, and performance data to identify potential issues before they affect operations.
  

Incident \\& Problem Analysis* Conduct detailed root cause analysis on system incidents by reviewing and interpreting Java, XML, Windows, and Linux logs.
* Provide in\\-depth investigation and technical reports on recurring or complex issues affecting the BHS or connected systems.
* Lead incident response, coordinating between software, network, and hardware teams to ensure timely resolution.
* Document root cause analysis and corrective actions for management and operational reference.
  

System Administration \\& Maintenance* Manage and maintain Windows and Linux servers that host the BHS and related applications.
* Perform configuration, patching, and performance tuning for servers, network switches, and firewalls.
* Oversee data backups, system recovery processes, and high\\-availability configurations.
* Plan and execute preventive maintenance and upgrades with minimal impact to airport operations.
  

 Integration \\& Connectivity Management* Support and maintain system integration between BHS and external airport systems such as:
* AODB (Airport Operational Database)
* FIDS (Flight Information Display System)
* BRS (Baggage Reconciliation System)
* BSM (Baggage Source Message)
* Troubleshoot and validate data flow and message exchange (XML, TCP/IP, APIs) between connected systems.
* Coordinate with external stakeholders and vendors for system connectivity or integration updates.
  

Monitoring \\& Log Analysis* Continuously monitor system logs, event viewers, and syslogs for anomalies.
* Analyze Windows Event Viewer, Linux syslog, and application logs to detect potential issues or failures.
* Correlate data from multiple systems to identify root causes of complex operational disruptions.
  

Reporting \\& Documentation* Prepare comprehensive incident and performance analysis reports with clear recommendations for improvement.
* Maintain up\\-to\\-date documentation of system configurations, network diagrams, and maintenance procedures.
* Develop and maintain troubleshooting guides and standard operating procedures for the support team.
  

 Collaboration \\& Support* Work closely with the Software Support Engineer team to guide and assist in advanced troubleshooting.
* Coordinate with vendors and airport IT teams for system enhancements, upgrades, or patch deployments.
* Participate in project activities such as system migration, infrastructure expansion, or new functionality rollout.
  

Requirements:  

Education \\& Experience:* Bachelor’s Degree in Information Technology, Computer Engineering, or related field.
* Minimum 5 years of experience in IT system support, infrastructure management, or industrial control systems, preferably within an airport environment.
  

 Technical Skills:* Strong knowledge of Windows and Linux administration (log analysis, patching, monitoring).
* Experience managing network devices (Cisco/HP switches, firewalls) and server hardware.
* Familiarity with Oracle WebLogic, Oracle Database, and system integration (AODB, FIDS, BRS, BSM).
* Solid understanding of TCP/IP networks, VPN, routing, and firewall policies.
* Ability to interpret Java logs, XML messages, and system event logs for troubleshooting.
* Experience with monitoring tools (e.g., Nagios, SolarWinds, or equivalent OP5 systems).
  

 Soft Skills:* Strong analytical and diagnostic skills with attention to detail.
* Excellent communication and documentation ability.
* Ability to work independently and lead during critical situations.
* Strong teamwork and coordination across multi\\-disciplinary teams.","","https://hk.indeed.com/cmp/Vanderlande-Industries","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/c91c74c16add72f65c7622cd6ddca238","","","Decline to state","Decline to state","Vanderlande is the global market leader for future-proof logistic process automation at airports and in the parcel market. We are also a leading supplier of process automation solutions for warehouses","","","","","","","Unknown","20251117_184917",100,63,0,37
"in-6c24f58bc15ba9c0","indeed","https://hk.indeed.com/viewjob?jk=6c24f58bc15ba9c0","https://www.towngas.com/en/Careers/Job-Opportunities/Job-List/Job-Details?jobID=837","Assistant Engineer/ Engineer - Transmission Operation (Grid Control)","The HK and China Gas Co Ltd","HK","2025-11-14","","","","","","",False,"","","","recruit@towngas.com","**Company Introduction**
Founded in 1862, The Hong Kong and China Gas Company Limited (Towngas) was Hong Kong's first public utility. Today, we are one of the largest energy suppliers in Hong Kong, operating with world\\-class corporate management and leading\\-edge business practices. For the past years, Towngas has been growing with Hong Kong, evolving from the simple gas company supplying fuel for street lamps to our current leading position in the energy industry in the greater China region.
**The Job**
* Monitor and control the gas supply network using an advanced computer system, including alarm management and dispatching maintenance teams


* Coordinate with internal and external parties to manage gas emergencies


* Perform gas supply \\& demand matching


* Perform other duties and assignments as required


* Shift duty is required with shift allowance


* This position is assigned as essential and must report for duty during extreme conditions and typhoon warning signals No. 8 or higher, per the Manager's instruction.

**The Person**
* Higher Diploma or above in Engineering or relevant disciplines


* At least 5 years' relevant working experience. Candidate with less experience will be considered as Assistant Engineer.


* Experience in gas network operation or emergency handling will be an added advantage


* Proficient in PC applications (e.g. Microsoft Office)


* Good interpersonal and communication skills with good command of both written and spoken English and Chinese


* A team player, with strong sense of responsibility, self\\-motivated and able to work independently and under pressure

**Application Method**
Application with full details stating current and expected salary to: recruit@towngas.com or click “Apply Now” to submit online application.
Deadline for application: 13 December 2025
Please quote the reference number (TOD\\-GC/AEE/TG05/25\\) in your application.
(All personal data provided will be treated in strict confidence and used for recruitment purposes only.)","","https://hk.indeed.com/cmp/The-Hk-and-China-Gas-Co-Ltd","","https://www.towngas.com/en/home","","","","","","","","","","","Unknown","20251117_184917",100,63,0,37
"in-385842fc1a8652cf","indeed","https://hk.indeed.com/viewjob?jk=385842fc1a8652cf","https://www.ctgoodjobs.hk/jbt/09855689/indeed/9187/?utm_content=09855689&utm_source=jobfeed&utm_medium=organic&utm_campaign=indeed_feed","IT Infrastructure and Support Controller (YL-251107-01)","Edps Systems Limited","HK","2025-11-14","fulltime","","","","","",False,"","","","","**About Us:**  

In response to strategic business needs and expansion, EDPS Executive is an additional executive arm of EDPS (EA License No. 78592\\). Founded in 1974, EDPS stands as the premier provider of IT contract staffing solutions in Hong Kong, boasting a long\\-standing history and esteemed reputation. We are privileged to have been chosen by the Government of HKSAR as one of the largest and most enduring suppliers of IT contract staffing services for nearly 50 years. For more information, please visit our website at www.edps.com.hk.
  
  

Our client, a leading construction firm, is seeking an IT Infrastructure and Support Controller to join their growing team. You're a key play to lead infrastructure projects, manage security initiatives, resolve escalations, mentor engineers, and drive strategic IT upgrades and governance.
  
  

**Job Description:**  

Lead and manage IT infrastructure projects, including system, network, and cloud implementations, ensuring timely delivery and alignment with business goals.
  
  

Oversee security initiatives, including firewall policies, encryption, and access governance, while coordinating with cybersecurity and application teams.
  
  

Drive infrastructure upgrades and lifecycle refreshes, conduct vendor evaluations, and manage procurement processes from tendering to purchasing.
  
  

Evaluate technologies and provide strategic recommendations, including risk assessments and mitigation planning.
  
  

Handle high\\-level incident escalations (T3\\), perform root cause analysis, and implement preventive measures.
  
  

Mentor network engineers, enhance team capabilities, and contribute to technology governance and roadmap development.
  
  

**Requirements:**  

Degree in Computer Science, Information Technology, Engineering, Networking or related disciplines
  
  

At least 4 years of experience in the IT industry with a strong focus on infrastructure, including in\\-depth knowledge of network protocols, server operations, and system administration.
  
  

Demonstrated expertise in deploying and managing security technologies such as Nessus, firewalls, VPNs, DLP, IPS, and antivirus solutions.
  
  

Skilled in implementing and maintaining robust security frameworks, including access control systems and firewall configurations.
  
  

Proven ability to troubleshoot and resolve complex technical issues efficiently, with strong analytical and problem\\-solving capabilities.
  
  

Effective communicator with the ability to collaborate across technical and non\\-technical teams; familiar with tools like Microsoft Azure, AWS, and VMware.
  
  

Possesses or pursuing certifications in IT and cybersecurity disciplines such as ITIL, CISSP, CISM, CISA, or CEH, which are considered advantageous.
  
  

**Salary:**  

Salary will be commensurate with qualifications and experience.
  
  

**Application:**  

Please submit your resume along with your current and expected salary. Personal data collected will be treated confidentially for recruitment purposes. Candidates not invited for an interview within six weeks may consider their applications unsuccessful.
  
  

**Equal Opportunity Employer:**  

We are an equal opportunity employer and welcome applications from all qualified candidates. Personal data collected will be handled confidentially by authorized personnel for recruitment\\-related purposes.
  
  

**Address:**  

Room 1202, 12/F, Harcourt House, 39 Gloucester Road, Wanchai, Hong Kong.
  
  

All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.
  
  

Full\\-time","","https://hk.indeed.com/cmp/Edps-Systems-Limited","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/e08154ed4736242a1da894532cf89d86","https://www.edps.com.hk","Wan Chai","501 to 1,000","$25M to $100M (USD)","","","","","","","","Unknown","20251117_184917",100,63,0,37
