"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type","saved_to_database","scrape_timestamp","total_scraped","total_saved","total_failed","total_skipped"
"in-64e72f73d0bef180","indeed","https://hk.indeed.com/viewjob?jk=64e72f73d0bef180","https://www.ctgoodjobs.hk/jbt/09868705/indeed/9187/?utm_content=09868705&utm_source=jobfeed&utm_medium=organic&utm_campaign=indeed_feed","Programmer","亞積邦租賃有限公司 AP Rentals Limited","HK","2025-11-17","fulltime","","","","","",True,"","","","","AP Rentals Limited is a member of AP Rentals Holdings Limited is listed on the Hong Kong Stock Exchange (Stock Code: 1496\\). To cope with the expansion of our rental and sales business of CONSTRUTION EQUIPMENT for Hong Kong, Macau \\& Asia Pacific markets, we are now inviting competent candidates to join us for a challenging career.
  
  

**Job Description:**  

* To be responsible for application design, coding, testing, implementation and support
* To perform general duties of computer, IT and LAN support
* To support other countries users remotely
* To assist in ad\\-hoc projects and tasks as required


**Job Requirements :**  

* Degree or Higher Diploma holder in Software Engineering, Computing or related disciplines
* 2 years of experience is preferred but not a must; fresh graduate will also be considered
* Knowledge of MySQL and Java Script
* Knowledge and experience in Workflow is an advantage
* Good communications, presentation and problem solving skills
* Good command of written and spoken English \\& Chinese including Putonghua is required
* Independent, initiative, mature, self\\-motivated and result\\-oriented
* Immediate available is preferred
* Work location: TST \\& Yuen Long
* Candidates with more experience will be considered as Analyst Programmer


Interested parties, please click Apply Now and send us your full resume, stating date available, present and expected salary.
  
  

(Applicant without stating your expected salary will not be considered)
  
  

All data collected will be used for recruitment purpose only and will be treated as strictly confidential. All unsuccessful applications will be destroyed upon completion of the selection process.
  
  

Full\\-time","","https://hk.indeed.com/cmp/%E4%BA%9E%E7%A9%8D%E9%82%A6%E7%A7%9F%E8%B3%83%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-Ap-Rentals-Limited","","","","","","","","","","","","","Unknown","20251117_182342",40,0,0,40
"in-e54d99e2c6245afc","indeed","https://hk.indeed.com/viewjob?jk=e54d99e2c6245afc","https://milliontech.com/careers/#acceluid5216347d2","Associate Business Analyst (Software Development and Implementation)","Million Tech","KOW, HK","2025-11-17","","","","","","",False,"","","","hr@milliontech.com","#### **Million Tech** **is specialized in providing effective and innovative IT solutions and services. We have been serving a wide spectrum of customers in Hong Kong for over 30 years and have more than 100 staff.****People** **are important stakeholders in our business. We are keen on developing the individual strength and potential of each teammate. We are dedicated to maintain a positive and cooperative workspace to create values and make a difference together.**


  
Associate Business Analyst (Software Development and Implementation)
  
Employer Ref. No.: CW\\-ABA


**Responsibilities:**


* Participate in IT system implementation projects and system maintenance \\& support services for customers in enterprises and government departments.  

See our website to know more about our services: https://milliontech.com/mtenterprise/
* Capture requirement from business users and IT staff
* Participate in system testing to ensure deliverables meet business needs
* Monitor testing progress and resolve issues with different related parties
* Coordinate project activities for smooth project execution
* Deliver various project documentations


**Requirements:**


* Higher Diploma / Degree holder in Business, Computer Science, Information Systems, Information Technology, Electronic and Computer Engineering, Enterprise Information Systems, Mathematics, Physics or related disciplines
* Self\\-initiative, fast learner, responsible and work independently with minimum supervision
* At least 1 year of related working experience on software implementation project, customer communication, presentation and writing
* Proficiency in Cantonese and written English
* Familiar with Excel, Word and PowerPoint is an advantage
* Fresh graduates are welcome

  
**We offer 5 days work, 12\\-18 days annual leave, medical scheme, health incentive program, attractive remuneration package \\& bonus scheme. Interested parties please quote Employer Ref. No. and send detailed resume with CURRENT \\& EXPECTED SALARIES and AVAILABLE DATE to hr@milliontech.com.**","","https://hk.indeed.com/cmp/Million-Tech","","https://milliontech.com/","","","","","","","","","","","Unknown","20251117_182342",40,0,0,40
"in-33bb64ca714f26dc","indeed","https://hk.indeed.com/viewjob?jk=33bb64ca714f26dc","https://www.ctgoodjobs.hk/jbt/09862432/indeed/9187/?utm_content=09862432&utm_source=jobfeed&utm_medium=organic&utm_campaign=indeed_feed","Software Engineer","iASPEC Services Ltd","HK","2025-11-17","fulltime","","","","","",False,"","","","","**Responsibilities:**  

Engage in software design and development work using object\\-oriented programming languages, for the implementation of software products in Fin\\-tech, Identity Management, Digital Signature area and serve our large enterprise customer in Finance, Healthcare and Public sectors;
  
  

Participate in definition, design, development, and deployment phases of software products and systems development projects
  
  

**Qualifications:**  

Relevant education background in either Information Technology, Mathematics, Physics, Statistics and Science, Computer Science, and Engineering disciplines
  
  

Knowledge and Experience of Software development in Java/J2EE is preferred, candidate with knowledge of other Object\\-Oriented Programming Language is also considered
  
  

Knowledge and Experience of Database programming and the SQL language is preferred
  
  

Candidate having good Analytic \\& Logical Thinking Skill, and basic programming concept will be considered. On job training can be provided for candidate with lesser programming experience.
  
  

High sense of Responsibility and Commitment to excellence
  
  

Good interpersonal skills and a team player.
  
  

**Working Location :** Hong Kong Science Park, Shatin
  
  

All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.
  
  

Full\\-time","","https://hk.indeed.com/cmp/Iaspec-Services-Ltd","","","","","","","","","","","","","Unknown","20251117_182342",40,0,0,40
"in-1101310f90436071","indeed","https://hk.indeed.com/viewjob?jk=1101310f90436071","http://hk.indeed.com/job/part-time-software-engineer-1101310f90436071","part-time software engineer","SOCIF LIMITED","HK","2025-11-16","parttime","","","","","",False,"","","","","Key responsibilities:

\\- Design and develop Smart Mobility \\& Smart City IoT related software

\\- Document and maintain the functionality of the software system(s)

\\- Troubleshoot, debug and upgrade the existing software system(s)

\\- Ensure that the software system(s) is/are updated with the latest features(s)

\\- Perform proof\\-of\\-concept (POC) for the latest technology or idea

\\- Involve in impactful city\\-scale commercial projects

Job Requirements:

\\- Studying in Computer Science/Computer Engineering or relevant disciplines(s) / Bachelors or higher degree in Computer Science/Computer Engineering or relevant disciplines(s)

\\- Experience in JavaScript e.g. NodeJS (Back\\-end)

\\- Knowledge in RDB or NoSQL would be a bonus

\\- Knowledge in Geographic Information System / Location based service would be a bonus

\\- Comfortable to work in an agile environment

\\- Good team player

\\- Fluent in English, good written and oral communication skills

Job Type: Part\\-time

Pay: $70\\.00 \\- $100\\.00 per hour

Work Location: In person","","https://hk.indeed.com/cmp/Socif-Limited","","","","","","","","","","","","","Unknown","20251117_182342",40,0,0,40
"in-1ce8f47bfd4c4376","indeed","https://hk.indeed.com/viewjob?jk=1ce8f47bfd4c4376","http://hk.indeed.com/job/full-time-software-engineer-3-6-months-internship-1ce8f47bfd4c4376","full-time software engineer (3-6 months internship)","SOCIF LIMITED","HK","2025-11-16","fulltime, internship","","","","","",False,"","","","","Key responsibilities:

\\- Design and develop Smart Mobility \\& Smart City IoT related software

\\- Document and maintain the functionality of the software system(s)

\\- Troubleshoot, debug and upgrade the existing software system(s)

\\- Ensure that the software system(s) is/are updated with the latest features(s)

\\- Perform proof\\-of\\-concept (POC) for the latest technology or idea

\\- Involve in impactful city\\-scale commercial projects

Job Requirements:

\\- Studying in Computer Science/Computer Engineering or relevant disciplines(s) / Bachelors or higher degree in Computer Science/Computer Engineering or relevant disciplines(s)

\\- Experience in JavaScript e.g. NodeJS (Back\\-end)

\\- Knowledge in RDB or NoSQL would be a bonus

\\- Knowledge in Geographic Information System / Location based service would be a bonus

\\- Comfortable to work in an agile environment

\\- Good team player

\\- Fluent in English, good written and oral communication skills

Job Types: Full\\-time, Internship  
Contract length: 6 months

Pay: $10,000\\.00 \\- $12,000\\.00 per month

Work Location: In person","","https://hk.indeed.com/cmp/Socif-Limited","","","","","","","","","","","","","Unknown","20251117_182342",40,0,0,40
"in-0bd9e021db4dd24f","indeed","https://hk.indeed.com/viewjob?jk=0bd9e021db4dd24f","https://www.ctgoodjobs.hk/jbt/09860863/indeed/9187/?utm_content=09860863&utm_source=jobfeed&utm_medium=organic&utm_campaign=indeed_feed","OutSystems Developer","Master Concept (Hong Kong) Limited","HK","2025-11-16","fulltime","","","","","",False,"","","","","**About the role:**  

We are seeking a talented OutSystems Developer to join our dynamic team at Master Concept (Hong Kong) Limited . As part of our development team, you will contribute to building high\\-quality, scalable, and secure applications using the OutSystems low\\-code platform, as well as other technologies and tools based on project requirements . The ideal candidate will have hands\\-on experience in OutSystems development and strong problem\\-solving skills.
  
  

Key Responsibilities
  
  

Design, develop, and maintain applications using the OutSystems platform.
  
  

Collaborate with business analysts and stakeholders to understand requirements and translate them into technical solutions.
  
  

Implement integrations with external systems and APIs.
  
  

Optimize application performance and ensure adherence to best practices in coding and architecture.
  
  

Troubleshoot and resolve technical issues across development and production environments.
  
  

Participate in code reviews, testing, and deployment processes.
  
  

Stay updated on OutSystems and low\\-code development trends. Required Qualifications
  
  

2\\+ years of experience in OutSystems development.
  
  

Strong understanding of OutSystems architecture, components, and best practices.
  
  

Experience with Java for backend development or integration tasks.
  
  

Familiarity with relational databases (SQL Server, Oracle, or MySQL).
  
  

Knowledge of REST/SOAP APIs and web services.
  
  

Strong problem\\-solving skills and attention to detail.
  
  

**Language Skills:** Proficient in Cantonese and English ; Mandarin is a plus .
  
  

All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.
  
  

Full\\-time","","https://hk.indeed.com/cmp/Master-Concept-(hong-Kong)-Limited","","","","","","","","","","","","","Unknown","20251117_182342",40,0,0,40
"in-28a37a1811a6ac43","indeed","https://hk.indeed.com/viewjob?jk=28a37a1811a6ac43","https://www.ctgoodjobs.hk/jbt/09859061/indeed/9187/?utm_content=09859061&utm_source=jobfeed&utm_medium=organic&utm_campaign=indeed_feed","Application Developer","m-FINANCE Limited","HK","2025-11-15","fulltime","","","","","",False,"","","","","* Degree holder in Computer Science or related disciplines;
* 2\\+ years' experience as a software developer;
* Knowledge in front\\-end development technologies (e.g. Typescript/React.jS/Next.js/Redux/Bootstrap/React Native);
* Experience in python with machine learning frameworks and AI workflow development (e.g. TensorFlow, Langchain, CrewAI) would be a plus;
* Enthusiasm for learning new technology and demonstrated strong interest in financial application development;
* Result\\-oriented, strong ability to meet deadline and deliver quality output;
* Good troubleshooting skill;
* Able to work under pressure; and
* Practical experience with Forex Trading System is definitely an advantage.


All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.
  
  

Full\\-time","","https://hk.indeed.com/cmp/M--finance-Limited","","","","","","","","","","","","","Unknown","20251117_182342",40,0,0,40
"in-83a7bf3b568f2a64","indeed","https://hk.indeed.com/viewjob?jk=83a7bf3b568f2a64","https://vanderlande.wd3.myworkdayjobs.com/en-US/careers/job/Hong-Kong/Software-Support-Engineer_JR33970","Software Support Engineer","Vanderlande Industries","HK","2025-11-14","fulltime","","","","","",True,"","","","","Job Title
Software Support Engineer
Job Description
Position: Software Support Engineer  

Location: Hong Kong International Airport T2
Working hours: Shift (8 Hours or 12 Hours)  

Job Summary:
The Software Support Engineer is responsible for providing IT operational and technical support for the Baggage Handling System (BHS) software at Hong Kong International Airport (T1\\). The role involves monitoring, maintaining, and troubleshooting the system’s software components to ensure smooth baggage flow and system availability. The engineer will work closely with other support teams, vendors, and airport operations to resolve incidents, implement system updates, and ensure the system is healthy.  

Key Responsibilities:  

System Monitoring \\& Health Check* Perform daily system health checks to ensure the BHS software, databases, and interfaces are operating correctly.
* Monitor system performance and logs to detect anomalies, performance issue, or potential failures.
* Validate communication between subsystems and ensure data consistency across all integration systems.

Incident \\& Problem Management* Investigate and troubleshoot system issues, analyzing XML data, Java logs, and WebLogic server logs to identify root causes.
* Escalate and coordinate with the Helpdesk, vendors, or other support teams for issues requiring higher\\-level support.
* Prepare detailed incident and problem reports, including root cause analysis and corrective/preventive actions.
* Ensure incidents are resolved within the agreed SLA and maintain proper documentation in the ticketing system.

System Maintenance \\& Change Management* Plan, coordinate, and execute system maintenance activities, including backups, log archiving, and cleanup tasks.
* Support system upgrades, patches, and software enhancements in collaboration with the project or development teams.
* Participate in testing activities for new releases, patches, and configuration changes prior to deployment in the production environment.

 Database \\& Middleware Administration* Perform basic Oracle Database maintenance and monitoring to ensure database health and performance.
* Review database logs, SQL errors, and application queries to assist in troubleshooting application\\-related issues.
* Monitor and manage Oracle WebLogic servers and related middleware components.

 Documentation \\& Reporting* Maintain up\\-to\\-date system documentation including configuration details, procedures, and change logs.
* Prepare incident and performance reports for management and operations review.
* Document recurring issues and resolutions for knowledge sharing and future reference.
  

Collaboration \\& Communication* Communicate effectively with the Helpdesk, hardware, and network teams to resolve cross\\-domain issues.
* Liaise with project teams for new deployments, enhancements, or system transitions to ensure operational readiness.
* Provide on\\-site or remote support during critical operations, system downtime, or scheduled maintenance windows.
  

Requirements:  

Education \\& Experience:* Bachelor’s Degree in Computer Science, Information Technology, or related field.
* Minimum 5 years of experience in software/system support or IT operations, preferably in airport or industrial automation systems.

 Technical Skills:* Strong knowledge of Linux/Windows Server environments.
* Experience in reading and analyzing Java logs, XML messages, and WebLogic server logs.
* Basic knowledge of Oracle Database administration (SQL queries, monitoring, troubleshooting).
* Familiar with system integration concepts, TCP/IP, and client\\-server architecture.
* Understanding of incident management tools and ticketing systems (e.g., ServiceNow, Jira, or similar).

Soft Skills:* Strong analytical and problem\\-solving skills.
* Excellent communication and documentation ability.
* Capable of working under pressure in a 24x7 operational environment.
* Proactive attitude with willingness to learn and support new technologies.","","https://hk.indeed.com/cmp/Vanderlande-Industries","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/c91c74c16add72f65c7622cd6ddca238","","","Decline to state","Decline to state","Vanderlande is the global market leader for future-proof logistic process automation at airports and in the parcel market. We are also a leading supplier of process automation solutions for warehouses","","","","","","","Unknown","20251117_182342",40,0,0,40
"in-a2c463140c83ec18","indeed","https://hk.indeed.com/viewjob?jk=a2c463140c83ec18","https://jobs.ashbyhq.com/grvt/97646ff2-fe46-42da-bece-694a30ac4663?utm_source=3mAwvpQ9jn","Senior Frontend Developer","GRVT TECHNOLOGIES","HK","2025-11-14","fulltime","","","","","",True,"","","","","**Job Responsibilities**

* Building and maintaining responsive web applications using technologies like React, Next.js, Sass, and TypeScript.
* Collaborate with UX/UI designers to implement design specifications and ensure a consistent look and feel across applications.
* Optimize applications for maximum speed and scalability.
* Writing clear, organized, and effective code that follows best practices.
* Troubleshoot and debug applications to ensure optimal performance.
* Keeping up\\-to\\-date with new technologies and industry advancements to improve our development.


**Skills Requirement**

* A Bachelor's degree in a relevant field like Computer Science or Software Engineering.
* 5 to 10 years of experience in front\\-end development.
* Strong skills in React and a solid understanding of HTML, CSS, and JavaScript.
* Experience with responsive design and cross\\-browser compatibility.
* Experience using version control systems like Git.


**Good to Have**

* Experience in the blockchain or related industries (not required).
* Familiarity with Axios, GraphQL, WebSocket, RxJS, and TradingView is an advantage.


**Soft Skills**

* Excellent communication and collaboration abilities.
* Strong ability to solve problems and pay attention to detail.
* Adaptability and willingness to learn new technologies and tools.","","https://hk.indeed.com/cmp/Grvt-Technologies","","","","","","","","","","","","","Unknown","20251117_182342",40,0,0,40
"in-84be0e4353422c32","indeed","https://hk.indeed.com/viewjob?jk=84be0e4353422c32","https://jobs.ashbyhq.com/grvt/8d66f202-6927-4135-9fa1-2305627ad72f?utm_source=3mAwvpQ9jn","Senior React Native Developer","GRVT TECHNOLOGIES","HK","2025-11-14","fulltime","","","","","",True,"","","","","**Job Responsibilities**

* Build and maintain high\\-quality React Native apps for iOS and Android
* Collaborate across teams to define and ship new features
* Write clean, maintainable TypeScript/JavaScript code
* Optimize for performance, scalability, and security
* Conduct code reviews and mentor other engineers
* Troubleshoot, debug, and implement mobile best practices
* Stay current on industry trends, tools, and mobile frameworks


**Skills Requirement**

* 5\\+ years of mobile app development experience
* 3\\+ years with React Native (iOS/Android)
* Strong TypeScript / JavaScript proficiency
* Familiarity with native tools (XCode, Gradle, Android Studio)
* Experience connecting to REST APIs and using build pipelines
* Bonus: experience with Jest/Mocha, GraphQL, Redux, CI/CD, or crypto/web3
* Strong communication, attention to detail, and team mindset

**What You’ll Get:**

* Competitive salary \\+ benefits
* Work with bleeding\\-edge tech in the crypto trading space
* Global, remote\\-first team culture
* Fast\\-paced, growth\\-driven environment
* Real impact and ownership from day one","","https://hk.indeed.com/cmp/Grvt-Technologies","","","","","","","","","","","","","Unknown","20251117_182342",40,0,0,40
